,Shortcut Map1,Use to discover a secret passage!,"Используйте, чтобы открыть секретный проход!", WARNING: AUTO-TRANSLATION #####################################################
,Alembic,Alembic,Перегонный Куб, WARNING: AUTO-TRANSLATION #####################################################
,Alembic1,Use to duplicate the potion in the space above - for a price,"Используйте, чтобы дублировать зелье в ячейке выше — за цену", WARNING: AUTO-TRANSLATION #####################################################
,Lizard Blade,Lizard Blade,Клинок Ящерицы, WARNING: AUTO-TRANSLATION #####################################################
,Lance,Lance,Копье, WARNING: AUTO-TRANSLATION #####################################################
,Flame Gem,Flame Gem,Пламенный драгоценный камень, WARNING: AUTO-TRANSLATION #####################################################
,Flame Axe,Flame Axe,Огненный Топор, WARNING: AUTO-TRANSLATION #####################################################
,Fire Staff,Fire Staff,Огненный Посох, WARNING: AUTO-TRANSLATION #####################################################
,Lily Pad,Lily Pad,Кувшинка, WARNING: AUTO-TRANSLATION #####################################################
,Warhorn,Warhorn,Боевой Рог, WARNING: AUTO-TRANSLATION #####################################################
,Warnhorn1,Use to create a battle,Используйте для создания битвы, WARNING: AUTO-TRANSLATION #####################################################
,Red Pearl,Red Pearl,Красная Жемчужина, WARNING: AUTO-TRANSLATION #####################################################
,Violet Energy,Violet Energy,Фиолетовая Энергия, WARNING: AUTO-TRANSLATION #####################################################
,Overgrown Axe,Overgrown Axe ,Заросший Топор, WARNING: AUTO-TRANSLATION #####################################################
,Mixed Potion,Mixed Potion,Смешанное Зелье, WARNING: AUTO-TRANSLATION #####################################################
,Splitter,Splitter,Разделитель, WARNING: AUTO-TRANSLATION #####################################################
,Splitter1,Destroys charge. Creates two charges going to the side. Each charge has half the value of the destroyed charge,"Уничтожает заряд. Создает два заряда, идущих в сторону. Каждый заряд имеет половину стоимости уничтоженного заряда", WARNING: AUTO-TRANSLATION #####################################################
,Core,Core,Ядро, WARNING: AUTO-TRANSLATION #####################################################
,Battery,Battery,Батарея, WARNING: AUTO-TRANSLATION #####################################################
,Rotator,Rotator,Ротатор, WARNING: AUTO-TRANSLATION #####################################################
,Ruby Rotator,Ruby Rotator,Рубиновый Ротатор, WARNING: AUTO-TRANSLATION #####################################################
,Sharp Rotator,Sharp Rotator,Острый Ротатор, WARNING: AUTO-TRANSLATION #####################################################
,Disposable Battery,Disposable Battery,Одноразовая Батарея, WARNING: AUTO-TRANSLATION #####################################################
,Double Battery,Double Battery,Двойная Батарея, WARNING: AUTO-TRANSLATION #####################################################
,Circuit Board,Circuit Board,Печатная Плата, WARNING: AUTO-TRANSLATION #####################################################
,Microchip,Microchip,Микрочип, WARNING: AUTO-TRANSLATION #####################################################
,Switcher,Switcher,Переключатель, WARNING: AUTO-TRANSLATION #####################################################
,Switcher1,Use to switch the open side at any time,Используйте для переключения открытой стороны в любое время, WARNING: AUTO-TRANSLATION #####################################################
,Citrine Reverser,Citrine Reverser,Цитрин Реверсер, WARNING: AUTO-TRANSLATION #####################################################
,Amplifier,Amplifier,Усилитель, WARNING: AUTO-TRANSLATION #####################################################
,Booster,Booster,Бустер, WARNING: AUTO-TRANSLATION #####################################################
,Ray Gun,Ray Gun,Лучевая Пушка, WARNING: AUTO-TRANSLATION #####################################################
,Defensive Grid,Defensive Grid,Защитная Сетка, WARNING: AUTO-TRANSLATION #####################################################
,Cup of Oil,Cup of Oil,Чашка Масла, WARNING: AUTO-TRANSLATION #####################################################
,Grape Juice,Grape Juice,Виноградный Сок, WARNING: AUTO-TRANSLATION #####################################################
,Wooden Blade,Wooden Blade,Деревянный Клинок, WARNING: AUTO-TRANSLATION #####################################################
,Reactive Core,Reactive Core,Реактивное Ядро, WARNING: AUTO-TRANSLATION #####################################################
,Defensive Core,Defensive Core,Защитное Ядро, WARNING: AUTO-TRANSLATION #####################################################
,Destructive Core,Destructive Core,Разрушительное Ядро, WARNING: AUTO-TRANSLATION #####################################################
,Charger,Charger,Зарядное Устройство, WARNING: AUTO-TRANSLATION #####################################################
,Charger1,Destroys charges. First charge is stored. Second charge releases twice the energy stored.,Уничтожает заряды. Первый заряд сохраняется. Второй заряд высвобождает вдвое больше запасенной энергии., WARNING: AUTO-TRANSLATION #####################################################
,Grinder,Grinder,Дробитель, WARNING: AUTO-TRANSLATION #####################################################
,Heavy Grinder,Heavy Grinder,Тяжелый Дробитель, WARNING: AUTO-TRANSLATION #####################################################
,Repeater,Repeater,Повторитель, WARNING: AUTO-TRANSLATION #####################################################
,Repeater1,Destroys charges. Creates a new 1 energy charge for each energy the charge held.,Уничтожает заряды. Создает новый 1 энергетический заряд за каждый запас энергии., WARNING: AUTO-TRANSLATION ##################################################### WARNING: ENGLISH TEXT CHANGED #####################################################
,Reverser,reverser,Реверсер, WARNING: AUTO-TRANSLATION #####################################################
,Mana Reverser,Mana Reverser,Мана Реверсер, WARNING: AUTO-TRANSLATION #####################################################
,Toggle,Toggle,Переключать, WARNING: AUTO-TRANSLATION #####################################################
,Toggle1,"Each time this is used, the direction is reversed","Каждый раз, когда это используется, направление меняется на противоположное.", WARNING: AUTO-TRANSLATION #####################################################
,Rocket Silo,Rocket Silo,Ракетная Шахта, WARNING: AUTO-TRANSLATION #####################################################
,Bouncer,Bouncer,Вышибала, WARNING: AUTO-TRANSLATION #####################################################
,Piston,Piston,Поршень, WARNING: AUTO-TRANSLATION #####################################################
,Vacuum,Vacuum,Вакуум, WARNING: AUTO-TRANSLATION #####################################################
,Masonry Tools,Masonry Tools,Инструменты для Кладки, WARNING: AUTO-TRANSLATION #####################################################
,Mechanical Gem,Mechanical Gem,Механический Самоцвет, WARNING: AUTO-TRANSLATION #####################################################
,Sapphire,Sapphire,Сапфир, WARNING: AUTO-TRANSLATION #####################################################
,Cloud Sword,Cloud Sword,Облачный Меч, WARNING: AUTO-TRANSLATION #####################################################
,Cloud Sword2,It floats and stabs!,Он летает и колет!, WARNING: AUTO-TRANSLATION #####################################################
,Chipped Sword,Chipped Sword,Сломанный Меч, WARNING: AUTO-TRANSLATION #####################################################
,Crab Cactus,Crab Cactus,Крабовый Кактус, WARNING: AUTO-TRANSLATION #####################################################
,Vorpal Blade,Vorpal Blade,Смертельный Клинок, WARNING: AUTO-TRANSLATION #####################################################
,Vorpal Blade2,It goes snicker-snack!,Режет как по маслу!, WARNING: AUTO-TRANSLATION #####################################################
,Bayou Club,Bayou Club,Клуб Байу, WARNING: AUTO-TRANSLATION #####################################################
,Book of Nightmares,Book of Nightmares,Книга Кошмаров, WARNING: AUTO-TRANSLATION #####################################################
,Dew Drop Blade,Dew Drop Blade,Клинок Капли Росы, WARNING: AUTO-TRANSLATION #####################################################
,Green Candle,Green Candle,Зеленая Свеча, WARNING: AUTO-TRANSLATION #####################################################
,Jar Carving,Jar Carving,Банка Резьба, WARNING: AUTO-TRANSLATION #####################################################
,Mask of Secrets,Mask of Secrets,Маска Секретов, WARNING: AUTO-TRANSLATION #####################################################
,Ring of Dreams,Ring of Dreams,Кольцо Сновидений, WARNING: AUTO-TRANSLATION #####################################################
,Spiky Carving,Spiky Carving,Шипастая Резьба, WARNING: AUTO-TRANSLATION #####################################################
,Spiral Lance,Spiral Lance,Спиральное Копье, WARNING: AUTO-TRANSLATION #####################################################
,Thorn Shiv,Thorn Shiv,Шипастая Заточка, WARNING: AUTO-TRANSLATION #####################################################
,Tree Shield,Tree Shield,Древесный Щит, WARNING: AUTO-TRANSLATION #####################################################
,Vine Wand,Vine Wand,Палочка из Лозы, WARNING: AUTO-TRANSLATION #####################################################
,Venom Sword,Venom Sword,Ядовитый Меч, WARNING: AUTO-TRANSLATION #####################################################
,Venom Sword2,physician heal thyself,"Врачу, исцелися сам", WARNING: AUTO-TRANSLATION #####################################################
,Gem of Anna,Gem of Anna,Самоцвет Анны, WARNING: AUTO-TRANSLATION #####################################################
,Spare Glasses,Spare Glasses,Запасные Очки, WARNING: AUTO-TRANSLATION #####################################################
,Spare Glasses2,I can't see without my glasses,Где мои очки?!, WARNING: AUTO-TRANSLATION #####################################################
,Daisy Blade,Daisy Blade,Клинок Маргаритки, WARNING: AUTO-TRANSLATION #####################################################
,Spoiled Milk,Spoiled Milk,Кислое молоко, WARNING: AUTO-TRANSLATION #####################################################
,,,,
,BIG CURSE,BIG CURSE,БОЛЬШОЕ ПРОКЛЯТИЕ,
,CURSE OF HONEY,CURSE OF HONEY,ПРОКЛЯТИЕ МЁДА,
,CURSE OF POISON,CURSE OF POISON,ПРОКЛЯТИЕ ЯДА,
,CURSE OF POISON WEAPONS,CURSE OF POISON WEAPONS,ПРОКЛЯТИЕ ЯДОВИТОГО ОРУЖИЕ,
,CURSE OF SLIME,CURSE OF SLIME,ПРОКЛЯТИЕ СЛАЙМА,
,CURSE OF SLOW,CURSE OF SLOW,ПРОКЛЯТИЕ ЗАМЕДЛЕНИЕ,
,CURSE OF SPIKES,CURSE OF SPIKES,ПРОКЛЯТИЕ ШТЫРЕЙ,
,CURSE OF THORNS,CURSE OF THORNS,ПРОКЛЯТИЕ ШИПОВ,
,CURSE OF WEAKNESS,CURSE OF WEAKNESS,ПРОКЛЯТИЕ СЛАБОСТИ,
,MEDIUM CURSE,MEDIUM CURSE,СРЕДНЕЕ ПРОКЛЯТИЕ,
,SMALL CURSE,SMALL CURSE,МАЛЕНЬКОЕ ПРОКЛЯТИЕ,
,BELT OF KNIVES,BELT OF KNIVES,РЕМЕНЬ С НОЖАМИ,
,BARBELL,BARBELL,ГАНТЕЛЯ,
,BOMBSTONE,BOMBSTONE,БОМБА-КАМЕНЬ,
,CLEANSING FLAME,CLEANSING FLAME,ОЧИЩАЮЩЕЕ ПЛАМЯ,
,CONDUCTOR,CONDUCTOR,ПРОВОДНИК,
,CORAL,CORAL,КОРАЛ,
,FLUFFY COTTON,FLUFFY COTTON,ПУШИСТЫЙ ХЛОПОК,
,GLASS BOTTLE,GLASS BOTTLE,СТЕКЛЯННАЯ БУТЫЛКА,
,HOURGLASS,HOURGLASS,ПЕСОЧНЫЕ ЧАСЫ,
,MOUSE WOOD,MOUSE WOOD,МЫШИНОЕ ДРЕВО,
,ORE,ORE,РУДА,
,SANDWICH,SANDWICH,БУТЕРБРОД,
,SHIELD SPIRIT,SHIELD SPIRIT,ДУХ-ЗАЩИТНИК,
,SPICE,SPICE,ПРЯНОСТЬ,
,SPICY GINGER,SPICY GINGER,ПИКАНТНЫЙ ИМБИРЬ,
,STOPWATCH,STOPWATCH,СЕКУНДОМЕР,
,TUSK,TUSK,БИВЕНЬ,
,WINDMILL,WINDMILL,МЕЛЬНИЦА,
,FROG TOTEM,FROG TOTEM,ТОТЕМ ЛЯГУШКИ,
,ETHEREAL BLADE,ETHEREAL BLADE,ЭФИРНЫЙ КЛИНОК,
,ETHEREAL BLADE2,A sword that was too good for this world. We have to share it between dimensions,"Меч, который был слишком хорош для этого мира. Мы можем лишь поделиться в его использованием с другими мирами",
,ETHEREAL ENERGY,ETHEREAL ENERGY,ЭФИРНАЯ ЭНЕРГИЯ,
,ETHEREAL SHIV,ETHEREAL SHIV,ЭФИРНАЯ ЗАТОЧКА,
,FOX RAPIER,FOX RAPIER,ЛИСИНАЯ ШПАГА,
,FOX RAPIER2,Foxes can't be trusted,Лисам верить нельзя,
,Alloy,Alloy,Сплав, WARNING: AUTO-TRANSLATION #####################################################
,,,,
,GOLD2,The root of all evil. But also very shiny,Корень всего зла. Но и очень блестящий,
,Black Mana Stone,Black Mana Stone,Черный Камень Маны, WARNING: AUTO-TRANSLATION #####################################################
,Black Mana Stone2,"Unsatisfied, a greedy frog poured his dark heart into this ancient stone","Неудовлетворенная, жадная лягушка запечатлела свое темное сердце в этом древнем камне", WARNING: AUTO-TRANSLATION #####################################################
,Black Mana Stone e1,Adjacent or diagonal Mana Stones are destroyed,Соседние или диагональные камни маны уничтожаются, WARNING: AUTO-TRANSLATION #####################################################
,Black Mana Stone e2,Permanently add /x to max mana capacity,Навсегда добавить /x к максимальному запасу маны, WARNING: AUTO-TRANSLATION #####################################################
,,,,
,HUGE MANA STONE,HUGE MANA STONE,МАНА-КАМЕНЬ XXL,
,LARGE MANA STONE,LARGE MANA STONE,МАНА-КАМЕНЬ XL,
,MANA STONE,MANA STONE,МАНА-КАМЕНЬ,
,ETHEREAL ARROW,ETHEREAL ARROW,ЭФИРНАЯ СТРЕЛА,
,Sliding Rune,Sliding Rune,СКОЛЬЗЯЩАЯ РУНА,
,Sliding Rune2,Can slide left or right. Will push adjacent items. Can be rotated before it is placed. Can be used once per combat.,"Может скользить влево или вправо. Будет толкать соседние предметы. Можно повернуть, прежде чем как его разместить. Может быть использован один раз за бой.",
,Blue Slime,Blue Snail,Голубая Улитка, WARNING: ENGLISH TEXT CHANGED #####################################################
,Blue Slime1,Blueberry flavor! Mmm!,Вкус черники! М-м-м!,
,Purple Slime,Purple Snail,Фиолетовая Улитка, WARNING: ENGLISH TEXT CHANGED #####################################################
,Purple Slime1,Grape flavor. Delicious!,Со вкусом винограда. Вкуснатища!,
,Red Slime1,Red Snail,Вкус клубники!, WARNING: ENGLISH TEXT CHANGED #####################################################
,Red Slime1,Strawberry flavor!,Вкус клубники!,
,Slime,Green Snail,Зеленая улитка, WARNING: ENGLISH TEXT CHANGED #####################################################
